hash,elapsed_time,age,evaluation_status,evaluation_year,evaluation_start_time,tree,error_string,pickle,"FullDataSet False Positives","FullDataSet False Negatives","FullDataSet Num Elements"
34f992b94fd4a35c3d3abb72997d1f512f9363faf86701b73e67911029418422,5.44853,1,WAITING_FOR_MASTER,23,"2019-10-20 13:21:47","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), 100, myFloatDiv(0.1, 0.1))",NULL,...,17.2,20.6,27
35160aee3926705dfdcae339d552009300511943018a91896ffa873f1191fc83,8.51246,1,EVALUATED,17,"2019-10-20 09:28:16","AdaBoostLearner(myRemoveFeature(ARG0, 7), ModifyLearnerFloat(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), myFloatDiv(myFloatMult(myFloatSub(1.0, 0.01), myFloatDiv(0.1, -2.186205340104883)), myFloatMult(0.01, 1.1126108972336919))), 3, myFloatDiv(0.1, 0.1))",NULL,...,14.4,18.4,40
35ca34aa4941a6fa16fc9cb216318038c06d02ecdb7412876c1bbf795c14c17d,92.7087,1,EVALUATED,21,"2019-10-20 12:32:01","BaggedLearner(ARG0, ModifyLearnerFloat(learnerType('Blup', None), -3.1072868141089427))",NULL,...,16,36.2,35
35d4eb793b3ca4a95028145a945a4037720d68fc13bd897ebddc5cfe8ba181d6,5.83923,1,EVALUATED,16,"2019-10-20 02:26:15","AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 4, 0.1)",NULL,...,11.4,20.6,32
368321e933b51acb2442b0e553feca707721d8f13531efec9406db2b4ece2221,5.50808,1,EVALUATED,19,"2019-10-20 09:25:15","AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(passInt(3), greaterThanEqual(myIntToFloat(0), myFloatMult(-0.5534770377717004, 0.15758621396495442))), myFloatDiv(0.1, 0.1))",NULL,...,0,68.4,45
36bdbef040af88834c7b507740462d7f705e094aebba6d331beba08c96d2fd41,5.54283,1,EVALUATED,22,"2019-10-20 09:33:38","AdaBoostLearner(ARG0, learnerType('Bayes', None), 9, myFloatDiv(0.1, 0.1))",NULL,...,16.2,35.2,28
36e75b6e14dc586e96d0e91ea39baae4260bbb276d8d08dfd59775f63006f29c,5.49568,1,EVALUATED,22,"2019-10-20 09:30:17","AdaBoostLearner(ARG0, ModifyLearnerBool(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool), 2, 0.01)",NULL,...,16,18.6,55
3707196c2183a5a7103fdda93ffa4769e48de03cb77b4a8197df030a5afa5bfd,5.42639,1,EVALUATED,4,"2019-10-19 21:46:02","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 5), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatSub(2.6127286162671606, 1.0), 0.1)), passTriState(passTriState(0)))",NULL,...,18.8,19,37
37144b16992ab6497d56824df74e98b6efcb740d4d0b92c39d92599563cfff38,6.5583,1,EVALUATED,17,"2019-10-20 02:59:40","AdaBoostLearner(ARG0, learnerType('SVM', {'C': 1.0, 'kernel': 0}), passInt(3727), myFloatDiv(0.1, 0.1))",NULL,...,12.4,30.6,26
37676ec80188f448bba1c63e70377257c5f1a5c314fa1b2e421bb0e1f41e3e56,110.438,1,EVALUATED,16,"2019-10-20 02:29:58","BaggedLearner(myFlatTop(ARG0, passTriState(0)), ModifyLearnerFloat(learnerType('Blup', None), ifThenElseFloat(falseBool, 0.01, 0.013673921758146967)))",NULL,...,18.2,26.2,26
377be36e4fe513fd47cc07adb40330bacd3e8908219ff261b42e499995eee5af,7.51641,1,EVALUATED,21,"2019-10-20 09:20:51","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(myAnd(lessThanOrEqual(myFloatSub(myIntToFloat(equal(0.1, 0.1)), ifThenElseFloat(passBool(falseBool), myFloatSub(1.0, 0.1), myFloatAdd(0.01, 1.0))), ifThenElseFloat(equal(myFloatAdd(1.0, 100.0), myFloatMult(0.1, 1.0)), myFloatSub(myFloatAdd(100.0, 10.0), myFloatAdd(1.0, -0.5526309139303018)), myFloatMult(myFloatDiv(0.01, 10.0), myFloatDiv(1.0, 100.0)))), ifThenElseBool(trueBool, ifThenElseBool(myOr(ifThenElseBool(falseBool, trueBool, trueBool), lessThan(-3.279641282248301, 0.1)), lessThan(passFloat(10.0), passFloat(-2.0163054353169763)), passBool(myAnd(falseBool, trueBool))), trueBool)), equal(myFloatMult(100.0, 10.0), myFloatAdd(3.7968731672908653, 100.0))), myFloatDiv(0.1, 0.1))",NULL,...,5.8,50.8,98
37fe4e1d0d40f26b30b49a7392cd2898cc64b834012e0a6aad812ee14b8d1103,5.66328,1,EVALUATED,20,"2019-10-20 05:41:01","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(myAnd(lessThanOrEqual(myFloatSub(myIntToFloat(equal(0.1, 0.1)), ifThenElseFloat(passBool(falseBool), myFloatSub(1.0, 0.1), myFloatMult(0.01, 1.0))), ifThenElseFloat(equal(myFloatAdd(1.0, 100.0), myFloatMult(0.1, 1.0)), myFloatSub(myFloatAdd(100.0, 10.0), myFloatAdd(1.0, -0.5526309139303018)), myFloatMult(myFloatDiv(0.01, 10.0), myFloatDiv(1.0, 100.0)))), ifThenElseBool(trueBool, ifThenElseBool(myOr(ifThenElseBool(falseBool, trueBool, trueBool), lessThan(1.1723367206226474, 0.1)), lessThan(passFloat(10.0), passFloat(-2.0163054353169763)), passBool(myAnd(falseBool, falseBool))), trueBool)), equal(myFloatMult(100.0, 10.0), myFloatAdd(-0.4070547785511591, 100.0))), myFloatDiv(0.1, 0.1))",NULL,...,17.8,20.2,105
390f089225b9df499d3b956ee3c230c65d5513330b3624b26ad17a7ee3023754,5.87025,1,EVALUATED,8,"2019-10-19 21:42:29","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), myIntAdd(3, trueBool), myFloatDiv(0.1, 0.1))",NULL,...,14.2,20.8,30
3accd1cf20b9476a99db2233f0fd9154b4af33a8519aa68e637844a866256ae3,7.52784,1,EVALUATED,12,"2019-10-20 02:20:51","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 0.01), myIntAdd(3, passBool(trueBool)), myFloatDiv(0.1, 0.1))",NULL,...,16,19.4,38
3b6f1083e7b5956cb4008e0dfd841ce63fa9551f36c83d7d06eceb3c5bce41f3,8.51536,1,EVALUATED,19,"2019-10-20 03:48:15","AdaBoostLearner(myProd(ARG0, passTriState(1)), ModifyLearnerFloat(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",NULL,...,15.8,19,33
3b8b99e65ac258d7dc647557de8cb6b165fdb03f0742616930024284de25e428,5.65733,1,EVALUATED,19,"2019-10-20 05:20:04","AdaBoostLearner(myProd(ARG0, 2), learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntAdd(3, greaterThanEqual(myIntToFloat(0), myFloatMult(0.1, 0.15758621396495442))), myFloatDiv(0.1, 0.1))",NULL,...,3.6,46.2,40
3bc6a308634f0064f88024f0620d5c3d4d9eddd6393e05a6ff5e1c8177273fd9,5.49446,1,EVALUATED,15,"2019-10-20 02:29:38","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 0.1, 1), ModifyLearnerInt(learnerType('Trees', {'criterion': 0, 'splitter': 0}), falseBool, 4), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,19.4,20,35
3c245ef4d992aec8b64088ace2a338ea2a1514226cec9c6a8a57e3cc9d7a3775,12.7913,1,EVALUATED,16,"2019-10-20 02:23:13","AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 855, 0.1)",NULL,...,17.2,17.8,50
3d686faca30863bb63bca922e3ded50d9be716e0ce9c87b6d69b4e4f6ad09577,6.91158,1,EVALUATED,19,"2019-10-20 05:13:52","AdaBoostLearner(ARG0, learnerType('Trees', {'criterion': 0, 'splitter': 0}), 128, 0.1)",NULL,...,19,21.4,32
3d7bb117f41a709a2360f46118c8b9cd9e1cc5cfa1c7accf6285b43893ef4bc8,5.60281,1,EVALUATED,21,"2019-10-20 09:20:51","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), myFloatMult(passFloat(myFloatDiv(100.0, 1.0)), myFloatMult(100.0, myFloatAdd(0.1, 1.0)))), 0.01), myIntAdd(3, greaterThanEqual(-1.0091029017463669, myFloatMult(-3.172799361079024, -1.8829506356366688))), myFloatDiv(0.1, 0.1))",NULL,...,10.6,47.8,54
3dfbe5d5bbde19b518d360b5c9591d2a8291e759a438b6fed9f74198d3285e0c,5.43094,1,EVALUATED,0,"2019-10-19 21:23:02","AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",NULL,...,0,68.4,29
3e77112cee931c4a834c8f9dd9aad4fa2ab1e4a937d1e4cacfcc64c1bb4ee3a3,5.61741,1,EVALUATED,19,"2019-10-20 05:20:04","AdaBoostLearner(ARG0, ModifyLearnerList(ModifyLearnerFloat(ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 0.01), [4, -5]), myIntAdd(3, trueBool), myFloatDiv(0.1, 0.1))",NULL,...,14.2,20.8,34
3e8ed49511dc718955fb80eee131b3faf82f863d5e57b135444784867e940a1e,5.46866,1,EVALUATED,22,"2019-10-20 09:34:29","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(myIntAdd(2, notEqual(0.10499534520117493, 1.0)), falseBool), passFloat(1.0732457993792535))",NULL,...,19.6,19.6,30
3ea74e073992fff13c9ca3e672d62a8a9e93ac5ce19bc08f762feb7a97b1b528,5.62588,1,EVALUATED,21,"2019-10-20 09:04:54","BaggedLearner(ARG0, ModifyLearnerBool(ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 1.671341145789845), notEqual(10.0, myFloatDiv(10.0, 0.1))))",NULL,...,15.4,20.6,39
3f1c067b7d824107a29dcabbfc5616ecaefcfec893fe922f96d7091b2c107e3e,11.6144,1,WAITING_FOR_MASTER,23,"2019-10-20 13:27:38","BaggedLearner(ARG0, ModifyLearnerFloat(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 1.0497324922329279))",NULL,...,14,18.8,38
3f3513f88db9fd8b8321381764dbaf480a35bb2810c687a4ae52beceabdb7782,5.60136,1,WAITING_FOR_MASTER,23,"2019-10-20 12:56:53","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('SVM', {'C': 1.0, 'kernel': 0}), 0.01), myIntAdd(1, passBool(trueBool)), myFloatMult(myIntToFloat(2), myFloatAdd(0.1, 0.01)))",NULL,...,5,50.6,40
3fd7bbd8c67e568d398c11a96688b00026658475a405c615b09fb972a553d019,7.89862,1,EVALUATED,12,"2019-10-19 23:18:14","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('Bayes', None), trueBool, 4), passTriState(2), ifThenElseFloat(falseBool, 1.0, 10.0)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,55,39.8,66
401f108ed73d593df144e2de51d73f4509e168986d3750cc28e406869c67d89d,5.54342,1,EVALUATED,18,"2019-10-20 08:13:48","AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntAdd(3, trueBool), myFloatDiv(0.1, 0.1))",NULL,...,3.6,45,26
408940a794aad6d2c58bdc82cfc52b94031bb4572f8b6f099567b8c5dda3280a,2674.49,1,EVALUATED,20,"2019-10-20 05:44:02","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), myIntAdd(6365, falseBool), myFloatDiv(0.1, 0.1))",NULL,...,19.6,21.6,28
4137a869831029b194087e953b6ed6ad4ae84ef3e8b7c18824d0448f56832941,5.73887,1,EVALUATED,13,"2019-10-19 23:16:33","AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, greaterThanEqual(myIntToFloat(4), myFloatMult(4.379392785608198, 0.15758621396495442))), myFloatDiv(0.1, 0.1))",NULL,...,0,68.4,40
414c23d00d9f14a50be69eff65d33a5523ff08acaa7e7f31f0b882df33f1bf51,5.52831,1,EVALUATED,16,"2019-10-20 02:38:54","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, greaterThanEqual(1.5293032271502813, 0.01)), myFloatDiv(0.1, 0.1))",NULL,...,10.6,47.8,34
416da3b21b9eca23828ad89723c5a4e3f1dcde34e81275a6f5cf0e2233981929,5.4627,1,EVALUATED,18,"2019-10-20 03:51:46","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('Trees', {'criterion': 0, 'splitter': 0}), falseBool, 5), 0, myIntToFloat(64)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,0,68.4,45
41d97be47306e1f879e549699d8cb50326ea44e9ba9e30ee86d09d796b43ea6a,8.6648,1,EVALUATED,20,"2019-10-20 05:33:47","AdaBoostLearner(myCosine(mySelKBest(ARG0, 2, 4), passTriState(0)), ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(myAnd(lessThanOrEqual(myFloatSub(myIntToFloat(equal(0.1, 0.1)), ifThenElseFloat(passBool(falseBool), myFloatSub(1.0, 0.1), myFloatAdd(0.01, 1.0))), ifThenElseFloat(equal(myFloatAdd(1.0, 100.0), myFloatMult(0.1, 1.0)), myFloatSub(myFloatAdd(100.0, 10.0), myFloatAdd(1.0, -0.5526309139303018)), myFloatMult(myFloatDiv(0.01, 10.0), myFloatDiv(1.0, 100.0)))), ifThenElseBool(trueBool, ifThenElseBool(myOr(ifThenElseBool(falseBool, trueBool, trueBool), lessThan(-3.279641282248301, 0.1)), lessThan(passFloat(10.0), passFloat(-2.0163054353169763)), passBool(myAnd(falseBool, falseBool))), trueBool)), equal(myFloatMult(100.0, 10.0), myFloatAdd(2.846588046868183, 100.0))), myFloatDiv(0.1, 0.1))",NULL,...,10.8,29.6,100
4280fb1bd18a6f4f56375b21b474fbdc140c2f3ca53b19b012f7c4416a6dc073,5.55771,1,EVALUATED,17,"2019-10-20 02:47:22","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('LogR', {'penalty': 0, 'C': 1.0}), falseBool, myIntDiv(greaterThan(myFloatMult(1.0, 0.341105634575122), myFloatMult(100.0, 0.1)), greaterThan(myFloatAdd(-3.469233548513219, 0.1), myFloatMult(10.0, 0.1)))), passTriState(1), myIntToFloat(64)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,6.6,48.4,47
43b877dd5c69f8457a8d3637becc7a0613a0316edb84f485dfaa4361db5d27f6,5.61197,1,EVALUATED,12,"2019-10-19 23:23:17","AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 6, 0.1)",NULL,...,16.2,21.8,47
444f6c9b0f4b03cfbd6fb5c95fd2249af3872976832b0a9d619758774e9a8887,5.48168,1,WAITING_FOR_MASTER,22,"2019-10-20 13:03:36","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(myAnd(lessThanOrEqual(myFloatSub(myIntToFloat(equal(0.1, 0.1)), ifThenElseFloat(passBool(falseBool), myFloatSub(1.0, 0.1), myFloatAdd(0.01, 1.0))), 0.1), ifThenElseBool(trueBool, ifThenElseBool(myOr(ifThenElseBool(falseBool, trueBool, trueBool), lessThan(4.6593976340629535, 0.1)), lessThan(passFloat(10.0), passFloat(-2.847605620763548)), passBool(myAnd(falseBool, falseBool))), trueBool)), equal(myFloatMult(100.0, 10.0), myFloatAdd(-0.1720087790309499, 100.0))), myFloatDiv(0.1, 0.1))",NULL,...,17.8,20.2,87
44ef01447971ebcb82e5c94bf714da17e398d8bec59caf5246538c0276218b2e,6.46446,1,EVALUATED,6,"2019-10-19 21:24:43","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 4), passTriState(2), 10.0), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,55,39.8,56
44f90c6296bd27784135e670b99b5e180b452f1c137f83e4301cea33f142be9e,5.46615,1,WAITING_FOR_MASTER,23,"2019-10-20 13:27:38","AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 100.0), passInt(0), myFloatDiv(myFloatAdd(100.0, 0.1), 10.0))",NULL,...,109.8,0,39
45313b7e6a791c5b8ae79246abcfae53c141fc5b68394e638f87d7f86d7fdcb2,5.53556,1,EVALUATED,20,"2019-10-20 05:44:02","BaggedLearner(myBartlettHann(ARG0, 1), learnerType('LogR', {'penalty': 0, 'C': 1.0}))",NULL,...,15.4,22,31
4548b3bb74e21b38b81ce1d2c5db4987883b544d1f94e60114a529541f2e0221,6.67374,1,EVALUATED,16,"2019-10-20 02:39:25","AdaBoostLearner(ARG0, ModifyLearnerBool(learnerType('Trees', {'criterion': 0, 'splitter': 0}), falseBool), 2, 0.01)",NULL,...,17.4,21,52
459643f1ddea4db98b3096b7231e1a7cf9e856f898580df83cad9959ca3803ac,5.66205,1,EVALUATED,18,"2019-10-20 05:21:04","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(3, falseBool), 1.0732457993792535)",NULL,...,19.6,19.6,27
459b2c1efc4a7db6a5f31e54ed8c057f38f9176bf70746bdd906900c677b1645,6.55631,1,EVALUATED,16,"2019-10-20 02:32:39","AdaBoostLearner(ARG0, learnerType('SVM', {'C': 1.0, 'kernel': 0}), 6, 0.1)",NULL,...,4.6,50.2,49
45d05ec726c8c27b147c946fee80ab91143b45b7198698ca4f339869c7960abd,5.55168,1,EVALUATED,21,"2019-10-20 12:12:17","AdaBoostLearner(ARG0, ModifyLearnerBool(ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), falseBool), falseBool, myFloatDiv(myFloatAdd(10.0, 10.0), 0.1))",NULL,...,0,68.4,37
45d8a941911095507c74612effab9e3f4a29db1b25ab05df335fb98a85683f77,5.50631,1,EVALUATED,20,"2019-10-20 08:17:09","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, greaterThanEqual(myIntToFloat(4), myFloatMult(4.379392785608198, -3.138814082573591))), myFloatDiv(0.1, 0.1))",NULL,...,10.6,47.8,43
462d2dbd4e5812ed341ef63014c5d1d6fc0beee961b2ebc632f3242ca7114b8f,5.49181,1,EVALUATED,15,"2019-10-20 02:23:44","AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(3, greaterThanEqual(myIntToFloat(4), myFloatMult(-0.0004037714718840846, 0.15758621396495442))), myFloatDiv(0.1, 0.1))",NULL,...,0,68.4,44
4634a9b86eb8fe10d7f4b9c9c256012e429a94022b54bfeb90aad7b7b01211c0,5.66445,1,EVALUATED,17,"2019-10-20 03:48:15","AdaBoostLearner(ARG0, ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), passInt(0), myFloatDiv(100.0, 10.0))",NULL,...,23.4,22.8,25
467bfb4737ad3cbe6b978343e19b24048b3e4e62113db7a83dbd99f2f9d2bd77,6.4258,1,EVALUATED,8,"2019-10-19 21:50:35","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('SVM', {'C': 1.0, 'kernel': 0}), 100.0), passInt(3727), myFloatDiv(0.1, 0.1))",NULL,...,12.4,30.6,31
474a2d48b49f1de4e8158b58e725dac3eea4742b9a1baffe7a0e6cfadd0268bd,6.84124,1,EVALUATED,12,"2019-10-19 23:12:39","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 0.01), myIntAdd(0, trueBool), myFloatDiv(0.1, 0.1))",NULL,...,15,18.8,29
477bbbf8fdf5ecb485d86c6a860117a82a26bf27dec06ef763599a7b64dc66f2,5.49698,1,EVALUATED,21,"2019-10-20 09:26:25","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('SVM', {'C': 1.0, 'kernel': 0}), falseBool, 4), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatSub(2.6127286162671606, 1.0), 0.1)), passTriState(passTriState(0)))",NULL,...,5,50.6,57
47ca765ea6e1a081ba35536fa75ec1f9f0e8c22e897b25876f40844ed2ea04ff,5.64177,1,EVALUATED,18,"2019-10-20 05:14:42","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), 3, myFloatDiv(0.1, 0.1))",NULL,...,16.4,22.8,33
480c2471bb99dac3a91736d1ea40ad58248b77ad4a3bd4d022eb3356e502d91e,9.8602,1,EVALUATED,18,"2019-10-20 05:40:10","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(ModifyLearnerList(ModifyLearnerBool(learnerType('Trees', {'criterion': 0, 'splitter': 0}), falseBool), passList([-2, -6])), falseBool, 5), passTriState(0), myIntToFloat(64)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(1)))",NULL,...,0,68.4,39
48617d071582fa5b9b0670988d113c82f80e8a0baf77c0fa86ed13a13847e780,5.42173,1,EVALUATED,2,"2019-10-19 20:43:09","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",NULL,...,16.4,22.8,30
4918dea1b90b88d38d53c37bb94785a41403e11ecc88a24ac0fb3c9ac7c10de3,54.1945,1,EVALUATED,18,"2019-10-20 02:53:27","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), myIntAdd(6365, trueBool), myFloatDiv(0.01, 0.1))",NULL,...,16.6,18.4,30
492f51df986b2065a08ea158af96c64b3e3d7afe456f28d736a121b98386f176,5.61156,1,EVALUATED,19,"2019-10-20 05:21:55","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(ModifyLearnerBool(learnerType('SVM', {'C': 1.0, 'kernel': 0}), trueBool), 0.01), myIntAdd(3, falseBool), myFloatAdd(0.1, 0.1))",NULL,...,4.6,50.2,50
496af531339ff62479791e18f22d6c7c5bc700be05bdd1993b9b32e80640a956,8.64883,1,WAITING_FOR_MASTER,23,"2019-10-20 13:21:47","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 0.01), myIntAdd(3, greaterThanEqual(1.5293032271502813, 0.01)), myFloatDiv(0.1, 0.1))",NULL,...,16,19.4,41
49d38440a7f86326bafe2c2ba4ec4de42159be14f56a054bc5b2eb2168fae049,8.83337,1,EVALUATED,20,"2019-10-20 09:28:16","myBartlett(AdaBoostLearner(myGaussian(ARG0, 0.1, 1), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 4), 1, 10.0), 0)",NULL,...,15,18.8,41
4a367258501c48080ccac8c6fdb7d2d00e9583a65d31a013dd390f2f2cf099c3,5.54655,1,EVALUATED,21,"2019-10-20 09:02:33","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, greaterThanEqual(myIntToFloat(0), myFloatMult(-3.624074605468428, 0.15758621396495442))), myFloatDiv(0.1, 0.1))",NULL,...,10.6,47.8,33
4a7cfc7d25780e11fc5dd2c75f60967f6e13a8360076c66c4a58bcb856057485,5.57789,1,EVALUATED,21,"2019-10-20 09:28:16","AdaBoostLearner(ARG0, ModifyLearnerBool(learnerType('Bayes', None), falseBool), myIntAdd(2, trueBool), 0.1)",NULL,...,18.4,20.2,43
4a87dd8dfc44f4c57742b21cc6788fff118fd1975e4093d2bcb5472050fdf292,5.4684,1,EVALUATED,21,"2019-10-20 09:02:33","AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 128, 0.1)",NULL,...,17.6,19.4,29
4b6e80119fc49f1cd647ca1d867bc8f3b20943868e7415e7d59cf77e323c7b07,5.55187,1,EVALUATED,17,"2019-10-20 05:15:12","AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('Trees', {'criterion': 0, 'splitter': 0}), 0.01), myIntAdd(3, trueBool), myFloatDiv(0.1, 0.1))",NULL,...,0,68.4,29
4c758d660f221f4a1daa07be65900be7c569fd3841fef30d26332582599c6884,5.50365,1,EVALUATED,14,"2019-10-19 23:32:35","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('Trees', {'criterion': 0, 'splitter': 0}), falseBool, 5), passTriState(2), myIntToFloat(64)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(1)))",NULL,...,18,42.6,40
4ed1ee0d1104f1032f3d18daf5575d6957ac6609595e43373fd4d70021abfa2a,6.50823,1,EVALUATED,14,"2019-10-19 23:30:03","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, trueBool), myFloatDiv(0.1, 0.1))",NULL,...,10.6,47.8,27
4f622607ab0976aece7ebb6298601697906d5788bf61743da5c2e13bcc2599a5,5.51852,1,WAITING_FOR_MASTER,19,"2019-10-20 13:03:36","AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('Bayes', None), 0.01), myIntAdd(3, falseBool), myFloatDiv(3.1124417210015594, 0.1))",NULL,...,72.6,6.6,30
